 
 
# section 'band' 
# charge_sum =   204.0000
# add 'fermi =       0.2170518993650180'
# point "1" =   -0.1427   0.1083  -0.0000 at   0.000000
# point "2" =   -0.1427   0.1083   0.1077 at   0.107675
#
# add 'point_1 =  0.000000'
# add 'point_2 =  0.107675'
#
#
# add 'val_edge =       2.5499107171649316 * eV'
# add 'cur_edge =       3.3426023333577812 * eV'
# add 'gap =       0.7926916161928498 * eV '
# add 'max_upper =      33.2107166917153336 * eV'
# add 'lower =     -15.4778248083796708 * eV'
# --- end preamble
# n_ev =  409

# i_en =    1
  0.000000      -1.1375902047935196 
  0.002197      -1.1375896956050238 
  0.004395      -1.1375889129820795 
  0.006592      -1.1375878600340410 
  0.008790      -1.1375865409461923 
  0.010987      -1.1375849609648221 
  0.013185      -1.1375831263784104 
  0.015382      -1.1375810444950438 
  0.017580      -1.1375787236160744 
  0.019777      -1.1375761730060396 
  0.021974      -1.1375734028589737 
  0.024172      -1.1375704242611058 
  0.026369      -1.1375672491500972 
  0.028567      -1.1375638902708378 
  0.030764      -1.1375603611279945 
  0.032962      -1.1375566759353142 
  0.035159      -1.1375528495619569 
  0.037357      -1.1375488974758394 
  0.039554      -1.1375448356843141 
  0.041751      -1.1375406806722128 
  0.043949      -1.1375364493375610 
  0.046146      -1.1375321589250766 
  0.048344      -1.1375278269577496 
  0.050541      -1.1375234711666848 
  0.052739      -1.1375191094195209 
  0.054936      -1.1375147596475970 
  0.057134      -1.1375104397722897 
  0.059331      -1.1375061676306890 
  0.061529      -1.1375019609009984 
  0.063726      -1.1374978370279780 
  0.065923      -1.1374938131487304 
  0.068121      -1.1374899060192092 
  0.070318      -1.1374861319417817 
  0.072516      -1.1374825066941863 
  0.074713      -1.1374790454603041 
  0.076911      -1.1374757627630132 
  0.079108      -1.1374726723995436 
  0.081306      -1.1374697873796500 
  0.083503      -1.1374671198669868 
  0.085700      -1.1374646811239404 
  0.087898      -1.1374624814603169 
  0.090095      -1.1374605301860961 
  0.092293      -1.1374588355686452 
  0.094490      -1.1374574047944919 
  0.096688      -1.1374562439360509 
  0.098885      -1.1374553579234010 
  0.101083      -1.1374547505212906 
  0.103280      -1.1374544243115927 
  0.105477      -1.1374543806812156 
  0.107675      -1.1374546198156252 
# i_en =    1

# i_en =    2
  0.000000      -1.1319193680171249 
  0.002197      -1.1319181682946775 
  0.004395      -1.1319168999214881 
  0.006592      -1.1319155680673696 
  0.008790      -1.1319141781643769 
  0.010987      -1.1319127358851506 
  0.013185      -1.1319112471202470 
  0.015382      -1.1319097179545181 
  0.017580      -1.1319081546426630 
  0.019777      -1.1319065635839813 
  0.021974      -1.1319049512965100 
  0.024172      -1.1319033243905505 
  0.026369      -1.1319016895417733 
  0.028567      -1.1319000534639390 
  0.030764      -1.1318984228813875 
  0.032962      -1.1318968045013915 
  0.035159      -1.1318952049864850 
  0.037357      -1.1318936309268832 
  0.039554      -1.1318920888131416 
  0.041751      -1.1318905850090928 
  0.043949      -1.1318891257252777 
  0.046146      -1.1318877169929042 
  0.048344      -1.1318863646385033 
  0.050541      -1.1318850742593558 
  0.052739      -1.1318838511998517 
  0.054936      -1.1318827005288099 
  0.057134      -1.1318816270179604 
  0.059331      -1.1318806351216140 
  0.061529      -1.1318797289576430 
  0.063726      -1.1318789122898749 
  0.065923      -1.1318781885119535 
  0.068121      -1.1318775606327656 
  0.070318      -1.1318770312635129 
  0.072516      -1.1318766026064455 
  0.074713      -1.1318762764453829 
  0.076911      -1.1318760541380102 
  0.079108      -1.1318759366100022 
  0.081306      -1.1318759243510186 
  0.083503      -1.1318760174125844 
  0.085700      -1.1318762154078581 
  0.087898      -1.1318765175133010 
  0.090095      -1.1318769224722076 
  0.092293      -1.1318774286001496 
  0.094490      -1.1318780337922114 
  0.096688      -1.1318787355320790 
  0.098885      -1.1318795309028478 
  0.101083      -1.1318804165995793 
  0.103280      -1.1318813889434702 
  0.105477      -1.1318824438976460 
  0.107675      -1.1318835770844038 
# i_en =    2

# i_en =    3
  0.000000      -1.1100499349546900 
  0.002197      -1.1100521089376885 
  0.004395      -1.1100554540948917 
  0.006592      -1.1100599561207136 
  0.008790      -1.1100655957773011 
  0.010987      -1.1100723489866902 
  0.013185      -1.1100801869456920 
  0.015382      -1.1100890762628357 
  0.017580      -1.1100989791163489 
  0.019777      -1.1101098534322003 
  0.021974      -1.1101216530810278 
  0.024172      -1.1101343280926743 
  0.026369      -1.1101478248870420 
  0.028567      -1.1101620865197936 
  0.030764      -1.1101770529415085 
  0.032962      -1.1101926612686936 
  0.035159      -1.1102088460652226 
  0.037357      -1.1102255396325560 
  0.039554      -1.1102426723073024 
  0.041751      -1.1102601727645027 
  0.043949      -1.1102779683251727 
  0.046146      -1.1102959852666328 
  0.048344      -1.1103141491341766 
  0.050541      -1.1103323850527069 
  0.052739      -1.1103506180370151 
  0.054936      -1.1103687732994161 
  0.057134      -1.1103867765535227 
  0.059331      -1.1104045543130823 
  0.061529      -1.1104220341847040 
  0.063726      -1.1104391451535367 
  0.065923      -1.1104558178609223 
  0.068121      -1.1104719848731548 
  0.070318      -1.1104875809405022 
  0.072516      -1.1105025432457734 
  0.074713      -1.1105168116417203 
  0.076911      -1.1105303288766020 
  0.079108      -1.1105430408073775 
  0.081306      -1.1105548965999439 
  0.083503      -1.1105658489159669 
  0.085700      -1.1105758540858381 
  0.087898      -1.1105848722673872 
  0.090095      -1.1105928675899694 
  0.092293      -1.1105998082836408 
  0.094490      -1.1106056667931032 
  0.096688      -1.1106104198762468 
