 
 
# section 'band' 
# charge_sum =   408.0000
# add 'fermi =       0.0744766887410309'
# point "1" =   -0.1830   0.1442   0.0000 at   0.000000
# point "2" =   -0.1830   0.1442   0.0359 at   0.035892
#
# add 'point_1 =  0.000000'
# add 'point_2 =  0.035892'
#
#
# add 'val_edge =       0.5830779797691649 * eV'
# add 'cur_edge =       1.4346271714021051 * eV'
# add 'gap =       0.8515491916329404 * eV '
# add 'max_upper =      30.6919663669175904 * eV'
# add 'lower =     -17.3974156262365867 * eV'
# --- end preamble
# n_ev =  817

# i_en =    1
  0.000000      -1.2786764193385600 
  0.000732      -1.2786764193385582 
  0.001465      -1.2786764193385598 
  0.002197      -1.2786764193385587 
  0.002930      -1.2786764193385591 
  0.003662      -1.2786764193385582 
  0.004395      -1.2786764193385605 
  0.005127      -1.2786764193385589 
  0.005860      -1.2786764193385582 
  0.006592      -1.2786764193385578 
  0.007325      -1.2786764193385582 
  0.008057      -1.2786764193385580 
  0.008790      -1.2786764193385589 
  0.009522      -1.2786764193385589 
  0.010255      -1.2786764193385582 
  0.010987      -1.2786764193385605 
  0.011720      -1.2786764193385587 
  0.012452      -1.2786764193385569 
  0.013185      -1.2786764193385591 
  0.013917      -1.2786764193385567 
  0.014650      -1.2786764193385600 
  0.015382      -1.2786764193385587 
  0.016115      -1.2786764193385587 
  0.016847      -1.2786764193385587 
  0.017580      -1.2786764193385569 
  0.018312      -1.2786764193385582 
  0.019045      -1.2786764193385585 
  0.019777      -1.2786764193385600 
  0.020510      -1.2786764193385587 
  0.021242      -1.2786764193385587 
  0.021975      -1.2786764193385582 
  0.022707      -1.2786764193385569 
  0.023439      -1.2786764193385600 
  0.024172      -1.2786764193385600 
  0.024904      -1.2786764193385578 
  0.025637      -1.2786764193385596 
  0.026369      -1.2786764193385574 
  0.027102      -1.2786764193385600 
  0.027834      -1.2786764193385582 
  0.028567      -1.2786764193385582 
  0.029299      -1.2786764193385587 
  0.030032      -1.2786764193385600 
  0.030764      -1.2786764193385602 
  0.031497      -1.2786764193385587 
  0.032229      -1.2786764193385582 
  0.032962      -1.2786764193385594 
  0.033694      -1.2786764193385600 
  0.034427      -1.2786764193385582 
  0.035159      -1.2786764193385574 
  0.035892      -1.2786764193385600 
# i_en =    1

# i_en =    2
  0.000000      -1.2786152858392874 
  0.000732      -1.2786152858392856 
  0.001465      -1.2786152858392874 
  0.002197      -1.2786152858392874 
  0.002930      -1.2786152858392872 
  0.003662      -1.2786152858392856 
  0.004395      -1.2786152858392874 
  0.005127      -1.2786152858392861 
  0.005860      -1.2786152858392856 
  0.006592      -1.2786152858392843 
  0.007325      -1.2786152858392867 
  0.008057      -1.2786152858392859 
  0.008790      -1.2786152858392874 
  0.009522      -1.2786152858392870 
  0.010255      -1.2786152858392856 
  0.010987      -1.2786152858392874 
  0.011720      -1.2786152858392861 
  0.012452      -1.2786152858392843 
  0.013185      -1.2786152858392874 
  0.013917      -1.2786152858392843 
  0.014650      -1.2786152858392874 
  0.015382      -1.2786152858392861 
  0.016115      -1.2786152858392859 
  0.016847      -1.2786152858392861 
  0.017580      -1.2786152858392839 
  0.018312      -1.2786152858392856 
  0.019045      -1.2786152858392859 
  0.019777      -1.2786152858392874 
  0.020510      -1.2786152858392861 
  0.021242      -1.2786152858392861 
  0.021975      -1.2786152858392847 
  0.022707      -1.2786152858392843 
  0.023439      -1.2786152858392870 
  0.024172      -1.2786152858392879 
  0.024904      -1.2786152858392856 
  0.025637      -1.2786152858392861 
  0.026369      -1.2786152858392843 
  0.027102      -1.2786152858392872 
  0.027834      -1.2786152858392856 
  0.028567      -1.2786152858392856 
  0.029299      -1.2786152858392863 
  0.030032      -1.2786152858392861 
  0.030764      -1.2786152858392876 
  0.031497      -1.2786152858392865 
  0.032229      -1.2786152858392861 
  0.032962      -1.2786152858392874 
  0.033694      -1.2786152858392874 
  0.034427      -1.2786152858392856 
  0.035159      -1.2786152858392856 
  0.035892      -1.2786152858392879 
# i_en =    2

# i_en =    3
  0.000000      -1.2756297956744485 
  0.000732      -1.2756297956744487 
  0.001465      -1.2756297956744505 
  0.002197      -1.2756297956744500 
  0.002930      -1.2756297956744505 
  0.003662      -1.2756297956744500 
  0.004395      -1.2756297956744520 
  0.005127      -1.2756297956744491 
  0.005860      -1.2756297956744500 
  0.006592      -1.2756297956744491 
  0.007325      -1.2756297956744482 
  0.008057      -1.2756297956744487 
  0.008790      -1.2756297956744500 
  0.009522      -1.2756297956744491 
  0.010255      -1.2756297956744482 
  0.010987      -1.2756297956744518 
  0.011720      -1.2756297956744505 
  0.012452      -1.2756297956744496 
  0.013185      -1.2756297956744500 
  0.013917      -1.2756297956744473 
  0.014650      -1.2756297956744487 
  0.015382      -1.2756297956744500 
  0.016115      -1.2756297956744507 
  0.016847      -1.2756297956744505 
  0.017580      -1.2756297956744487 
  0.018312      -1.2756297956744500 
  0.019045      -1.2756297956744505 
  0.019777      -1.2756297956744500 
  0.020510      -1.2756297956744502 
  0.021242      -1.2756297956744487 
  0.021975      -1.2756297956744485 
  0.022707      -1.2756297956744485 
  0.023439      -1.2756297956744487 
  0.024172      -1.2756297956744491 
  0.024904      -1.2756297956744505 
  0.025637      -1.2756297956744496 
  0.026369      -1.2756297956744482 
  0.027102      -1.2756297956744500 
  0.027834      -1.2756297956744487 
  0.028567      -1.2756297956744500 
  0.029299      -1.2756297956744500 
  0.030032      -1.2756297956744487 
  0.030764      -1.2756297956744487 
  0.031497      -1.2756297956744496 
  0.032229      -1.2756297956744485 
